text,date,geo,hashtags,tweet_id,mentions,permalink,replies,retweets,replies_to,mentioned_urls
"i just added “shivinder deol, md - 27th nov 2019” to ldn radio show on vimeo:",2019-11-28 12:46:41+00:00,,#Vimeo,1200033268525129730,,https://twitter.com/LDNRTrust/status/1200033268525129730,0,0,,https://vimeo.com/channels/ldnradio/375119627
"i just added “shivinder deol, md - 27th nov 2019” to ldn research trust on vimeo:",2019-11-28 12:46:40+00:00,,#Vimeo,1200033266616668160,,https://twitter.com/LDNRTrust/status/1200033266616668160,0,0,,https://vimeo.com/channels/ldnresearchtrust/375119627
thank you https://vimeo.com/363294361 vimeo,2019-11-18 19:58:01+00:00,,#Vimeo,1196517937324208131,,https://twitter.com/LDNRTrust/status/1196517937324208131,0,0,,https://vimeo.com/363294361
dr lester lee on the ldn radio show 14th november 2019 vimeo: https://vimeo.com/364501409 youtube: https://youtu.be/na_vpnvo3bk mixcloud: https://www.mixcloud.com/ldnrt/dr-lester-lee-13th-nov-2019/,2019-11-18 12:15:01+00:00,,,1196401421870075904,,https://twitter.com/LDNRTrust/status/1196401421870075904,0,0,,"https://vimeo.com/364501409,https://youtu.be/na_VpNVo3bk,https://www.mixcloud.com/LDNRT/dr-lester-lee-13th-nov-2019/"
i just added “dr lester lee - 13th november 2019” to ldn research trust on vimeo: https://vimeo.com/channels/ldnresearchtrust/364501409,2019-11-18 11:52:54+00:00,,#Vimeo,1196395853914746880,,https://twitter.com/LDNRTrust/status/1196395853914746880,0,0,,https://vimeo.com/channels/ldnresearchtrust/364501409
i just added “dr lester lee - 13th november 2019” to ldn radio show on vimeo: https://vimeo.com/channels/ldnradio/364501409,2019-11-18 11:52:53+00:00,,#Vimeo,1196395849921781760,,https://twitter.com/LDNRTrust/status/1196395849921781760,0,0,,https://vimeo.com/channels/ldnradio/364501409
i just added “dr lester lee - 13th november 2019” to ldn pharmacists on vimeo: https://vimeo.com/channels/ldnpharmacists/364501409,2019-11-18 11:52:52+00:00,,#Vimeo,1196395848457953281,,https://twitter.com/LDNRTrust/status/1196395848457953281,0,0,,https://vimeo.com/channels/ldnpharmacists/364501409
i just uploaded “imbue botanicals product details” to vimeo:,2019-11-14 11:12:17+00:00,,#Vimeo,1194936080501526529,,https://twitter.com/LDNRTrust/status/1194936080501526529,0,0,,https://vimeo.com/373097400
i just added “imbue botanicals product details” to promos on vimeo: https://vimeo.com/channels/1492897/373097400,2019-11-14 11:07:17+00:00,,#Vimeo,1194934825196630016,,https://twitter.com/LDNRTrust/status/1194934825196630016,0,0,,https://vimeo.com/channels/1492897/373097400
"kim hansen, rph on the ldn radio show 30th oct 2019 sharing her knowledge of ldn - low dose naltrexone vimeo: https://youtu.be/fx3hqfrxuds youtube: https://youtu.be/fx3hqfrxuds mixcloud:",2019-11-06 15:46:15+00:00,,,1192105923336187905,,https://twitter.com/LDNRTrust/status/1192105923336187905,0,0,,"https://youtu.be/fX3HqfrXuDs,https://youtu.be/fX3HqfrXuDs,https://www.mixcloud.com/LDNRT/kimberly-hansen-rph-30th-oct-2019/"
"i just added “4 kim hansen, rph - 30th oct 2019” to ldn research trust on vimeo:",2019-11-02 13:16:23+00:00,,#Vimeo,1190618660550959104,,https://twitter.com/LDNRTrust/status/1190618660550959104,0,0,,https://vimeo.com/channels/ldnresearchtrust/367028319
"i just added “4 kim hansen, rph - 30th oct 2019” to ldn pharmacists on vimeo: https://vimeo.com/channels/ldnpharmacists/367028319",2019-11-02 13:16:23+00:00,,#Vimeo,1190618657212252161,,https://twitter.com/LDNRTrust/status/1190618657212252161,0,0,,https://vimeo.com/channels/ldnpharmacists/367028319
"i just added “4 kim hansen, rph - 30th oct 2019” to ldn radio show on vimeo: https://vimeo.com/channels/ldnradio/367028319",2019-11-02 13:16:20+00:00,,#Vimeo,1190618646634254336,,https://twitter.com/LDNRTrust/status/1190618646634254336,0,0,,https://vimeo.com/channels/ldnradio/367028319
nov ldn radio show details - https://mailchi.mp/ldnresearchtrust.org/nov-ldn-radio-show-details,2019-10-29 21:38:38+00:00,,,1189295500647895049,,https://twitter.com/LDNRTrust/status/1189295500647895049,0,0,,https://mailchi.mp/ldnresearchtrust.org/nov-ldn-radio-show-details
dr judy tsafrir - 23rd oct 2019 on the ldn radio show realizing some of the shortcomings of conventional medicine and now specializes in holistic psychiatry and alternative treatments. vimeo video - https://vimeo.com/367027422 mixcloud audio -,2019-10-29 21:10:22+00:00,,,1189288389952098304,,https://twitter.com/LDNRTrust/status/1189288389952098304,0,1,,"https://vimeo.com/367027422,https://www.mixcloud.com/LDNRT/dr-judy-tsafrir/"
dr marie ekpema pharmd - 16th oct 2019 on the ldn radio show is the clinical director and pharmacy manager at summerwood pharmacy and compounding in houston texas vimeo video - https://vimeo.com/368315026 mixcloud audio -,2019-10-29 21:02:37+00:00,,,1189286438426284032,,https://twitter.com/LDNRTrust/status/1189286438426284032,0,0,,"https://vimeo.com/368315026,https://www.mixcloud.com/LDNRT/dr-marie-ekpema-pharmd/"
i just added “dr marie ekpema pharmd - 16th oct 2019 on the ldn radio show” to ldn pharmacists on vimeo: https://vimeo.com/channels/ldnpharmacists/368315026,2019-10-29 20:55:27+00:00,,#Vimeo,1189284635466960897,,https://twitter.com/LDNRTrust/status/1189284635466960897,0,0,,https://vimeo.com/channels/ldnpharmacists/368315026
i just added “dr marie ekpema pharmd - 16th oct 2019 on the ldn radio show” to ldn research trust on vimeo:,2019-10-29 20:55:27+00:00,,#Vimeo,1189284633902489608,,https://twitter.com/LDNRTrust/status/1189284633902489608,0,0,,https://vimeo.com/channels/ldnresearchtrust/368315026
i just added “dr marie ekpema pharmd - 16th oct 2019 on the ldn radio show” to ldn radio show on vimeo: https://vimeo.com/channels/ldnradio/368315026,2019-10-29 20:55:27+00:00,,#Vimeo,1189284633323737089,,https://twitter.com/LDNRTrust/status/1189284633323737089,0,0,,https://vimeo.com/channels/ldnradio/368315026
"i just added “dr. judy tsafrir, md” to ldn prescribers on vimeo:",2019-10-29 20:08:53+00:00,,#Vimeo,1189272915826692102,,https://twitter.com/LDNRTrust/status/1189272915826692102,0,0,,https://vimeo.com/channels/ldnprescribers/367027422
"i just added “dr. judy tsafrir, md” to ldn radio show on vimeo:",2019-10-29 20:08:53+00:00,,#Vimeo,1189272915772170240,,https://twitter.com/LDNRTrust/status/1189272915772170240,0,0,,https://vimeo.com/channels/ldnradio/367027422
"i just added “dr. judy tsafrir, md” to mental health on vimeo:",2019-10-29 20:08:52+00:00,,#Vimeo,1189272911405862912,,https://twitter.com/LDNRTrust/status/1189272911405862912,0,0,,https://vimeo.com/channels/1319851/367027422
"i just added “dr. judy tsafrir, md” to ldn research trust on vimeo:",2019-10-29 20:08:52+00:00,,#Vimeo,1189272911120621568,,https://twitter.com/LDNRTrust/status/1189272911120621568,0,0,,https://vimeo.com/channels/ldnresearchtrust/367027422
"october 21st newsletter, check out all the latest information -https://mailchi.mp/ldnresearchtrust.org/october-21st-newsletter",2019-10-22 16:19:39+00:00,,,1186678512264105984,,https://twitter.com/LDNRTrust/status/1186678512264105984,0,0,,https://mailchi.mp/ldnresearchtrust.org/october-21st-newsletter
dr eric borgeson pharmd on the ldn radio show 9th october 2019 vimeo https://vimeo.com/349877566 youtube https://youtu.be/grs8ztcojc4 mixcloud audio https://www.mixcloud.com/ldnrt/dr-eric-borgeson-pharmd-9th-october-2019/,2019-10-21 17:50:35+00:00,,,1186339010458931200,,https://twitter.com/LDNRTrust/status/1186339010458931200,0,0,,"https://vimeo.com/349877566,https://youtu.be/gRS8zTCojc4,https://www.mixcloud.com/LDNRT/dr-eric-borgeson-pharmd-9th-october-2019/"
